14547;0.4574
14126;0.4570
13780;0.4555
12887;0.4523
12736;0.4520
12543;0.4505
12296;0.4507
11932;0.4508
11379;0.4506
11119;0.4498
10829;0.4486
10529;0.4478
10225;0.4470
9936;0.4465
9639;0.4471
8982;0.4467
8861;0.4467
8707;0.4463
8475;0.4449
8292;0.4449
8064;0.4442
7828;0.4438
7229;0.4432
7031;0.4429
6794;0.4413
6526;0.4402
6171;0.4381
5865;0.4365
5570;0.4369
5204;0.4336
4859;0.4345
4378;0.4297
4093;0.4253
3672;0.4211
3067;0.4125
2693;0.4077
1981;0.3926
1976;0.3902
