Level;Density
14625;0.47080
13192;0.47069
12747;0.47084
12251;0.47283
11811;0.47359
11525;0.47433
10933;0.47596
10728;0.47504
10522;0.47413
10140;0.47502
9860;0.47565
9533;0.47500
9175;0.47756
8858;0.47921
8535;0.47937
8235;0.47832
7899;0.47712
7538;0.47615
7265;0.47661
6934;0.47718
6548;0.47891
6266;0.47888
5928;0.48013
5525;0.47796
5214;0.47572
4792;0.47455
4387;0.47337
3986;0.47346
3574;0.47272
3054;0.46873
2475;0.47167
1687;0.46542
1691;0.46121
